Author,Comment,Likes,Video ID,Translated_Comment
@ShaneSymonds,What are your thoughts on the Galaxy Fit 3? Thanks for watching!,33,Q3abaIGuwdU,What are your thoughts on the Galaxy Fit 3? Thanks for watching!
@eveling2082,"Thank you so much!
The video was very helpful ❤",0,Q3abaIGuwdU,"Thank you so much!
The video was very helpful ❤"
@hasinduhettiarachchi9058,When does this device will be compatible with iphones 😢,1,Q3abaIGuwdU,When does this device will be compatible with iphones 😢
@cobaltblue5523,When you go into work outs are you able to change your music while in recording a workout? You can do that on my xiomi mi band 6 amd 7 i pove this feature.,0,Q3abaIGuwdU,When you go into work outs are you able to change your music while in recording a workout? You can do that on my xiomi mi band 6 amd 7 i pove this feature.
@apbg9235,I got mine 3 hours back!! Thanks for the video...,0,Q3abaIGuwdU,I got mine 3 hours back!! Thanks for the video...
@ranganaik6421,Will it notify if i m in stressed?,0,Q3abaIGuwdU,Will it notify if i m in stressed?
@frederickatieku7067,Great video; now can we have a comparison b/n this and the Redmi Watch 5 Active?,0,Q3abaIGuwdU,Great video; now can we have a comparison b/n this and the Redmi Watch 5 Active?
@mlpatty9734,"I have a galaxy s21 ultra, will fit3 work with this model??",0,Q3abaIGuwdU,"I have a galaxy s21 ultra, will fit3 work with this model??"
@hughjerekshun8166,"Just got one from Amazon (they only sell the international version). My Google Pixel 6a will not connect to the device, so back it goes. Dude...please do something with your cuticles, they are gross.",0,Q3abaIGuwdU,"Just got one from Amazon (they only sell the international version). My Google Pixel 6a will not connect to the device, so back it goes. Dude...please do something with your cuticles, they are gross."
@Przemy.Slaw.POLAND,"Świetna robota! Dowiedziałem się dzięki Tobie wszystkiego czego chciałem przed zakupem, dziękuję",0,Q3abaIGuwdU,"Great job!I found out thanks to you everything I wanted before buying, thank you"
@PaulReevesPortsmouth,Ordered one because of your amazing review. Thanks mate.,0,Q3abaIGuwdU,Ordered one because of your amazing review. Thanks mate.
@maddyaurora,"""mediocre battery size"" my fit2 literally lasts 2 weeks",0,Q3abaIGuwdU,"""mediocre battery size"" my fit2 literally lasts 2 weeks"
@robinbalean958,"I have a problem with my Fit 3 - at some point every day (not sure yet if always the same) the number of steps on the Fit 3 doubles but stays correct on the phone.   This was possibly caused by an update (or maybe recent international travel taking me in and out of different time zones?).   Does anybody have the same problem?   Even better, does anybody have a fix?",0,Q3abaIGuwdU,"I have a problem with my Fit 3 - at some point every day (not sure yet if always the same) the number of steps on the Fit 3 doubles but stays correct on the phone.   This was possibly caused by an update (or maybe recent international travel taking me in and out of different time zones?).   Does anybody have the same problem?   Even better, does anybody have a fix?"
@iplaybose,does it work fully with ANY android based device ? like a xiaomi for example  ?,0,Q3abaIGuwdU,does it work fully with ANY android based device ? like a xiaomi for example  ?
@Ikacgang,Can i call everyvone with this watch,0,Q3abaIGuwdU,Can i call everyvone with this watch
@richard1102ho,"most of the smart watch bands in the market have insensitive touch problems , under rainy weather


have u encounter any problems with the touch screen , when u have sweaty hands or in rainy weather ?

can i use the button on the side to scroll through menu and different functions, instead of touch screen?",0,Q3abaIGuwdU,"most of the smart watch bands in the market have insensitive touch problems , under rainy weather


have u encounter any problems with the touch screen , when u have sweaty hands or in rainy weather ?

can i use the button on the side to scroll through menu and different functions, instead of touch screen?"
@Npfernandez,"Hey man, does this support multiple timers at once? Same on galaxy phones?",0,Q3abaIGuwdU,"Hey man, does this support multiple timers at once? Same on galaxy phones?"
@livinright1,"I bought the white one with the silver around the face for $49 on Amazon and got rid of my Samsung 6! I carry a Samsung Galaxy ultra 24 and it is usually with me so I don't care for not having GPS and trackers on my wrist. Absolutely love it it is so lightweight, and I comparative to other fitness trackers like my Garmin Venus 3 and surprised this one is so much better for accuracy! If I had not conducted it myself I would not have believed it👍",1,Q3abaIGuwdU,"I bought the white one with the silver around the face for $49 on Amazon and got rid of my Samsung 6! I carry a Samsung Galaxy ultra 24 and it is usually with me so I don't care for not having GPS and trackers on my wrist. Absolutely love it it is so lightweight, and I comparative to other fitness trackers like my Garmin Venus 3 and surprised this one is so much better for accuracy! If I had not conducted it myself I would not have believed it👍"
@theparodyguy,Is this AMOLED display?thank you so if you can answer my queries because I'm planning to buy it though.,0,Q3abaIGuwdU,Is this AMOLED display?thank you so if you can answer my queries because I'm planning to buy it though.
@tomaspastorius7755,Can you call with it?,0,Q3abaIGuwdU,Can you call with it?
@sarangsharma5346,Lovely,0,hVXc4ZhYe_g,Lovely
@mms9724,It's the best smartband that I've had in my entire life🔥,0,hVXc4ZhYe_g,It's the best smartband that I've had in my entire life🔥
@AbdelrhmanElsayed,I wish it just had ECG sensor.,0,hVXc4ZhYe_g,I wish it just had ECG sensor.
@GUNpowderBIRD,Will this work on Non Samsung Device???,0,hVXc4ZhYe_g,Will this work on Non Samsung Device???
@chipobject,apple watch ahh design,0,hVXc4ZhYe_g,apple watch ahh design
@shahroztariq6799,One if the best fitness tracker. I am using it.,0,hVXc4ZhYe_g,One if the best fitness tracker. I am using it.
@shivashivneetdeo6175,If you'll be using MIUI then make sure to put galaxy apps and plugins into background start otherwise it will disconnecting frequently with the watch,0,hVXc4ZhYe_g,If you'll be using MIUI then make sure to put galaxy apps and plugins into background start otherwise it will disconnecting frequently with the watch
@kafilatoyekanmi6010,Can one use personal image as screen saver?,0,hVXc4ZhYe_g,Can one use personal image as screen saver?
@jerlinmartin8814,❤,0,hVXc4ZhYe_g,❤
@omerb1200,I love my Fit3!❤,0,hVXc4ZhYe_g,I love my Fit3!❤
@andreacarraro8646,When in Italy?,0,hVXc4ZhYe_g,When in Italy?
@genuinemagic777,what is so difficult in sending map notifications,0,hVXc4ZhYe_g,what is so difficult in sending map notifications
@blancgregory,pourquoi il n'y a pas de  cadran en FR francais (face watch) mois et jour de la semaine en FR ?,0,hVXc4ZhYe_g,Why is there no dial in French FR (Face Watch) month and day of the week in FR?
@ThunderX838,"I got mine 3 days ago and I’m lovin it. I didn’t expect Samsung to finally release a much better and upgraded Fit 3 to launch in UAE. I love it and thnx Samsung for releasing an inexpensive and feature packed smartwatch. If it wasn’t for them, i would’ve brought another Xiaomi watch.",6,hVXc4ZhYe_g,"I got mine 3 days ago and I’m lovin it. I didn’t expect Samsung to finally release a much better and upgraded Fit 3 to launch in UAE. I love it and thnx Samsung for releasing an inexpensive and feature packed smartwatch. If it wasn’t for them, i would’ve brought another Xiaomi watch."
@dogdemon444,I absolutely love everything about the first gen. But with this 3rd gen can it continuously monitor my heart like the first gen,0,hVXc4ZhYe_g,I absolutely love everything about the first gen. But with this 3rd gen can it continuously monitor my heart like the first gen
@Mgh101590,I have the galaxy watch 5 pro and the galaxy watch 6 classic and I wear my fit 3 more than the watches it's the best .,0,hVXc4ZhYe_g,I have the galaxy watch 5 pro and the galaxy watch 6 classic and I wear my fit 3 more than the watches it's the best .
@shiladitya.sengupta,Thanks Samsung for launching this tech. I had been waiting long for a worthy upgrade to my Fit2 and still remain in the Galaxy ecosystem. Happy to have this.,3,hVXc4ZhYe_g,Thanks Samsung for launching this tech. I had been waiting long for a worthy upgrade to my Fit2 and still remain in the Galaxy ecosystem. Happy to have this.
@Efemelih1234,Got mine yesterday love it so far,0,hVXc4ZhYe_g,Got mine yesterday love it so far
@rota234,"Hi, can anyone share if this can be used while swimming?",1,hVXc4ZhYe_g,"Hi, can anyone share if this can be used while swimming?"
@Captain_azouz,Got mine Last day ago but this Product is AMAZING!!,0,hVXc4ZhYe_g,Got mine Last day ago but this Product is AMAZING!!
@Heyimlilith,I don't receive any notification except calls. Whyy?????,0,_ey6b-gitQY,I don't receive any notification except calls. Whyy?????
@mdzaid5925,"Honestly,  I don't really care about tracking. I just want notifications on my wrist 😅",0,_ey6b-gitQY,"Honestly,  I don't really care about tracking. I just want notifications on my wrist 😅"
@eldoeldon7388,What is that red dot on the left side on the watch dispaly,0,_ey6b-gitQY,What is that red dot on the left side on the watch dispaly
@Thattukada007,Font name.??,0,_ey6b-gitQY,Font name.??
@claudethcastillo8586,En español,0,_ey6b-gitQY,In Spanish
@guillermozaina5544,"With mine whenever I get a phone call, the persons name doesnt show up, it only shows the number, how do I fix it?",0,_ey6b-gitQY,"With mine whenever I get a phone call, the persons name doesnt show up, it only shows the number, how do I fix it?"
@mik29k,What's that font in WhatsApp?,0,_ey6b-gitQY,What's that font in WhatsApp?
@geenonar,Why is WhatsApp call identified as unknown on the watch? Whats the fix please?,0,_ey6b-gitQY,Why is WhatsApp call identified as unknown on the watch? Whats the fix please?
@cwiskeman,What about social media notifications?,0,_ey6b-gitQY,What about social media notifications?
@gyaniadmi2347,Is it worth buying? For the price,0,_ey6b-gitQY,Is it worth buying? For the price
@ichaga,Leave this. Buy huawei watch fit 3.the best at all points. Samsung sucks with their watches (battery) and their band. This one dont even got Bluetooth call. Whereas it's basic now,0,_ey6b-gitQY,Leave this. Buy huawei watch fit 3.the best at all points. Samsung sucks with their watches (battery) and their band. This one dont even got Bluetooth call. Whereas it's basic now
@charlesdana6485,Can you see a photo when you get a package delivered from Amazon ?????,0,_ey6b-gitQY,Can you see a photo when you get a package delivered from Amazon ?????
@ummiyeerdogmus6062,Asla ama asla tercih edilmemesi gereken bir ürün nedenlerini şöyle açıklayayım iPhone telefonu hiçbir şekilde bağlantı gerçekleştiremiyorsunuz ayrıca Huawei telefonlara da bağlanmıyor Xiaomi telefonlarda da sadece arama bildirimlerini alabiliyorsunuz WhatsApp bildirimleri hiçbir şekilde gelmiyor size fakat kendileri ısrarla Android uyumludur diyorlar fit 2 de böyle dezavantajlar yok ben ve eşim fit 2 kullanıcısı daha donanımlı olur diye fit 3 satın aldık fakat ikimiz de mağduruz şu anda çünkü iPhone cihazlarımıza bağlayamıyoruz ürünler çöp niteliğinde elimizde kaldı Samsung firması ile görüştüğümüzde de 14 günlük iade süreci aşıldığı için iade almayacaklarını hiçbir şekilde de işlem yapmayacaklarını belirtiyorlar farklı kullanıcılar da 14 günü aşmamışlar iade etmek istemişler onlara da kutuyu açtığınız için iade alamayız diye red vermişler yani her türlü müşteri mağduriyeti sağlanıyor Samsung tarafından hiç yakışmadı hiçbir şekilde bu firmadan kötü bir şikayet içerikli ürünlerine rastlamamışken yani böyle bir şeyin başımıza gelmesi çok üzücü eşim de çok üzgün ben de çok üzgünüm artı benim gibi mağdur olan birçok kullanıcı var keşke seçimlerimizi farklı şekilde değerlendirmiş olsaydık yazık çok yazık!!!,0,_ey6b-gitQY,"Never, never preferred to be preferred, let me explain the reasons for a product, the iPhone phone is not connected to huawei phones, but also on Xiaomi phones you can only get search notifications whatsapp notifications do not come in any way, but they say that they are persistently android compatible.Fit 2 users will be equipped more equipped, but we both bought fit 3, but we are both victims right now because we can not connect to our iPhone devices in the nature of the garbage in our hands of Samsung company with the company with the 14 -day return process is exceeded because they will not take the return of different users say that they will not take any transactions in any way.They did not exceed the return of the box they wanted to return to them that they can not get a refund, so all kinds of customer grievances are provided by Samsung did not suit any way in any way that this company has not come across a bad complaint content, so that such a thing happened to us very sad my wife is very sad.Plus there are many users who are victims like me."
@apexaqua8016,Does can we open YouTube on it,0,_ey6b-gitQY,Does can we open YouTube on it
@oreo7440,Can you install Google there?,1,_ey6b-gitQY,Can you install Google there?
@realcokezero0,Its so important that someone test stuff like that. Subscribed!❤,3,_ey6b-gitQY,Its so important that someone test stuff like that. Subscribed!❤
@praveengupta9114,Nice review!!,1,_ey6b-gitQY,Nice review!!
@charank8871,Hey ! Thanks man😊,0,_ey6b-gitQY,Hey ! Thanks man😊
@yapolloable,are you able to use the workout app with the timer app at the same time with the watch?,0,_ey6b-gitQY,are you able to use the workout app with the timer app at the same time with the watch?
@armymoaengenecarat5955,Im curious if Slack works too.,0,_ey6b-gitQY,Im curious if Slack works too.
